date_time,"springfield,ma_maxtempC","springfield,ma_mintempC","springfield,ma_totalSnow_cm","springfield,ma_sunHour","springfield,ma_uvIndex","springfield,ma_uvIndex","springfield,ma_moon_illumination","springfield,ma_moonrise","springfield,ma_moonset","springfield,ma_sunrise","springfield,ma_sunset","springfield,ma_DewPointC","springfield,ma_FeelsLikeC","springfield,ma_HeatIndexC","springfield,ma_WindChillC","springfield,ma_WindGustKmph","springfield,ma_cloudcover","springfield,ma_humidity","springfield,ma_precipMM","springfield,ma_pressure","springfield,ma_tempC","springfield,ma_visibility","springfield,ma_winddirDegree","springfield,ma_windspeedKmph"
2018-12-15 12:00:00,9,2,0.0,8.7,2,3,51,12:27 PM,No moonset,07:12 AM,04:19 PM,6,10,10,10,6,7,79,0.0,1021,9,10,1,4
2018-12-15 15:00:00,9,2,0.0,8.7,2,3,51,12:27 PM,No moonset,07:12 AM,04:19 PM,4,4,6,4,18,21,87,0.0,1022,5,10,18,9
2018-12-15 18:00:00,9,2,0.0,8.7,2,0,51,12:27 PM,No moonset,07:12 AM,04:19 PM,2,1,4,1,19,30,86,0.0,1022,4,10,26,10
2018-12-15 21:00:00,9,2,0.0,8.7,2,0,51,12:27 PM,No moonset,07:12 AM,04:19 PM,-0,-1,2,-1,21,13,85,0.0,1024,2,10,41,12
2018-12-16 00:00:00,2,-0,0.0,3.4,2,0,58,12:54 PM,12:14 AM,07:13 AM,04:19 PM,-1,-3,1,-3,21,18,86,0.0,1023,1,10,39,12
2018-12-16 03:00:00,2,-0,0.0,3.4,2,0,58,12:54 PM,12:14 AM,07:13 AM,04:19 PM,-2,-4,-0,-4,21,42,85,0.0,1022,-0,10,41,12
2018-12-16 06:00:00,2,-0,0.0,3.4,2,0,58,12:54 PM,12:14 AM,07:13 AM,04:19 PM,-1,-2,1,-2,15,100,87,0.0,1022,1,10,35,10
2018-12-16 09:00:00,2,-0,0.0,3.4,2,1,58,12:54 PM,12:14 AM,07:13 AM,04:19 PM,1,-2,2,-2,25,100,88,0.1,1020,2,10,65,17
2018-12-16 12:00:00,2,-0,0.0,3.4,2,1,58,12:54 PM,12:14 AM,07:13 AM,04:19 PM,1,-1,3,-1,18,100,89,0.0,1016,2,10,36,12
2018-12-16 15:00:00,2,-0,0.0,3.4,2,1,58,12:54 PM,12:14 AM,07:13 AM,04:19 PM,1,-2,2,-2,25,100,89,0.1,1013,2,10,49,17
2018-12-16 18:00:00,2,-0,0.0,3.4,2,0,58,12:54 PM,12:14 AM,07:13 AM,04:19 PM,0,-3,2,-3,28,100,88,0.0,1013,2,10,20,18
2018-12-16 21:00:00,2,-0,0.0,3.4,2,0,58,12:54 PM,12:14 AM,07:13 AM,04:19 PM,-0,-3,1,-3,25,100,92,0.5,1010,1,9,23,17
2018-12-17 00:00:00,4,-0,0.0,5.2,1,0,65,01:21 PM,01:15 AM,07:13 AM,04:20 PM,-1,-5,0,-5,30,100,90,0.0,1008,0,10,5,21
2018-12-17 03:00:00,4,-0,0.0,5.2,1,0,65,01:21 PM,01:15 AM,07:13 AM,04:20 PM,-1,-3,0,-3,18,100,91,0.0,1007,0,10,346,12
2018-12-17 06:00:00,4,-0,0.0,5.2,1,0,65,01:21 PM,01:15 AM,07:13 AM,04:20 PM,-1,-2,-0,-2,10,99,94,0.0,1007,-0,2,327,6
2018-12-17 09:00:00,4,-0,0.0,5.2,1,2,65,01:21 PM,01:15 AM,07:13 AM,04:20 PM,0,-0,3,-0,15,37,84,0.0,1005,3,10,299,12
2018-12-17 12:00:00,4,-0,0.0,5.2,1,1,65,01:21 PM,01:15 AM,07:13 AM,04:20 PM,0,0,4,0,22,85,78,0.0,1003,4,10,293,17
2018-12-17 15:00:00,4,-0,0.0,5.2,1,1,65,01:21 PM,01:15 AM,07:13 AM,04:20 PM,-1,-2,2,-2,29,65,78,0.0,1003,2,10,296,18
2018-12-17 18:00:00,4,-0,0.0,5.2,1,0,65,01:21 PM,01:15 AM,07:13 AM,04:20 PM,-2,-2,0,-2,13,35,84,0.0,1005,-0,10,292,7
2018-12-17 21:00:00,4,-0,0.0,5.2,1,0,65,01:21 PM,01:15 AM,07:13 AM,04:20 PM,-4,-5,-0,-5,24,76,79,0.0,1005,-0,10,294,15
2018-12-18 00:00:00,-2,-6,0.0,8.7,1,0,72,01:50 PM,02:18 AM,07:14 AM,04:20 PM,-7,-7,-2,-7,27,100,68,0.0,1006,-2,10,311,19
2018-12-18 03:00:00,-2,-6,0.0,8.7,1,0,72,01:50 PM,02:18 AM,07:14 AM,04:20 PM,-12,-12,-5,-12,37,86,59,0.0,1010,-5,10,316,26
2018-12-18 06:00:00,-2,-6,0.0,8.7,1,0,72,01:50 PM,02:18 AM,07:14 AM,04:20 PM,-14,-14,-7,-14,33,79,55,0.0,1013,-6,10,320,23
2018-12-18 09:00:00,-2,-6,0.0,8.7,1,2,72,01:50 PM,02:18 AM,07:14 AM,04:20 PM,-15,-12,-5,-12,33,8,46,0.0,1015,-5,10,325,28
2018-12-18 12:00:00,-2,-6,0.0,8.7,1,2,72,01:50 PM,02:18 AM,07:14 AM,04:20 PM,-13,-8,-2,-8,23,0,41,0.0,1015,-2,10,317,20
2018-12-18 15:00:00,-2,-6,0.0,8.7,1,2,72,01:50 PM,02:18 AM,07:14 AM,04:20 PM,-12,-10,-4,-10,27,0,52,0.0,1017,-4,10,306,19
2018-12-18 18:00:00,-2,-6,0.0,8.7,1,0,72,01:50 PM,02:18 AM,07:14 AM,04:20 PM,-12,-10,-5,-10,18,3,59,0.0,1020,-5,10,302,12
2018-12-18 21:00:00,-2,-6,0.0,8.7,1,0,72,01:50 PM,02:18 AM,07:14 AM,04:20 PM,-13,-12,-6,-12,22,10,58,0.0,1020,-6,10,304,15
2018-12-19 00:00:00,4,-6,0.0,8.7,2,0,80,02:21 PM,03:25 AM,07:14 AM,04:20 PM,-13,-9,-6,-9,10,9,56,0.0,1020,-6,10,322,8
2018-12-19 03:00:00,4,-6,0.0,8.7,2,0,80,02:21 PM,03:25 AM,07:14 AM,04:20 PM,-12,-7,-5,-7,6,6,54,0.0,1020,-6,10,285,5
2018-12-19 06:00:00,4,-6,0.0,8.7,2,0,80,02:21 PM,03:25 AM,07:14 AM,04:20 PM,-13,-6,-6,-6,4,74,58,0.0,1021,-6,10,198,3
2018-12-19 09:00:00,4,-6,0.0,8.7,2,2,80,02:21 PM,03:25 AM,07:14 AM,04:20 PM,-12,-2,-1,-2,5,22,41,0.0,1020,-1,10,269,4
2018-12-19 12:00:00,4,-6,0.0,8.7,2,2,80,02:21 PM,03:25 AM,07:14 AM,04:20 PM,-11,3,4,3,5,39,31,0.0,1019,4,10,202,5
2018-12-19 15:00:00,4,-6,0.0,8.7,2,2,80,02:21 PM,03:25 AM,07:14 AM,04:20 PM,-10,-1,1,-1,11,5,44,0.0,1019,0,10,201,6
2018-12-19 18:00:00,4,-6,0.0,8.7,2,0,80,02:21 PM,03:25 AM,07:14 AM,04:20 PM,-9,-3,-1,-3,16,9,52,0.0,1019,-1,10,195,8
2018-12-19 21:00:00,4,-6,0.0,8.7,2,0,80,02:21 PM,03:25 AM,07:14 AM,04:20 PM,-8,-3,-1,-3,11,7,58,0.0,1019,-2,10,208,5
2018-12-20 00:00:00,7,-3,0.0,8.7,2,0,87,02:59 PM,04:33 AM,07:15 AM,04:21 PM,-6,-2,-0,-2,10,4,67,0.0,1020,-2,10,192,5
2018-12-20 03:00:00,7,-3,0.0,8.7,2,0,87,02:59 PM,04:33 AM,07:15 AM,04:21 PM,-3,-0,1,-0,7,0,75,0.0,1020,-2,10,193,5
2018-12-20 06:00:00,7,-3,0.0,8.7,2,0,87,02:59 PM,04:33 AM,07:15 AM,04:21 PM,-4,-2,-1,-2,7,3,79,0.0,1020,-3,10,179,4
2018-12-20 09:00:00,7,-3,0.0,8.7,2,2,87,02:59 PM,04:33 AM,07:15 AM,04:21 PM,-1,5,6,5,7,0,60,0.0,1020,3,10,188,6
2018-12-20 12:00:00,7,-3,0.0,8.7,2,3,87,02:59 PM,04:33 AM,07:15 AM,04:21 PM,1,8,9,8,7,1,55,0.0,1018,7,10,168,6
2018-12-20 15:00:00,7,-3,0.0,8.7,2,2,87,02:59 PM,04:33 AM,07:15 AM,04:21 PM,-0,1,3,1,14,35,79,0.0,1018,3,10,157,6
2018-12-20 18:00:00,7,-3,0.0,8.7,2,0,87,02:59 PM,04:33 AM,07:15 AM,04:21 PM,1,3,3,3,6,100,90,0.0,1018,2,10,120,3
2018-12-20 21:00:00,7,-3,0.0,8.7,2,0,87,02:59 PM,04:33 AM,07:15 AM,04:21 PM,2,2,3,2,9,100,96,0.0,1016,3,2,88,5
2018-12-21 00:00:00,15,4,0.0,3.4,3,0,94,03:44 PM,05:44 AM,07:16 AM,04:21 PM,4,3,4,3,8,100,98,0.0,1012,4,0,51,5
2018-12-21 03:00:00,15,4,0.0,3.4,3,0,94,03:44 PM,05:44 AM,07:16 AM,04:21 PM,8,6,8,6,27,100,97,0.0,1008,8,10,112,15
2018-12-21 06:00:00,15,4,0.0,3.4,3,0,94,03:44 PM,05:44 AM,07:16 AM,04:21 PM,11,10,12,10,35,100,96,0.6,1003,12,2,136,19
2018-12-21 09:00:00,15,4,0.0,3.4,3,2,94,03:44 PM,05:44 AM,07:16 AM,04:21 PM,10,11,11,11,39,100,97,4.5,1000,10,8,154,19
2018-12-21 12:00:00,15,4,0.0,3.4,3,4,94,03:44 PM,05:44 AM,07:16 AM,04:21 PM,14,15,15,15,33,100,94,0.0,997,15,10,168,20
2018-12-21 15:00:00,15,4,0.0,3.4,3,3,94,03:44 PM,05:44 AM,07:16 AM,04:21 PM,14,13,14,13,25,96,97,0.2,995,14,2,166,14
2018-12-21 18:00:00,15,4,0.0,3.4,3,0,94,03:44 PM,05:44 AM,07:16 AM,04:21 PM,13,12,14,12,31,100,94,0.0,994,14,10,158,19
2018-12-21 21:00:00,15,4,0.0,3.4,3,0,94,03:44 PM,05:44 AM,07:16 AM,04:21 PM,12,12,13,12,30,100,94,0.0,992,13,10,150,18
2018-12-22 00:00:00,12,1,0.0,8.7,2,0,100,04:36 PM,06:54 AM,07:16 AM,04:22 PM,11,10,12,10,26,100,89,0.0,990,12,10,171,17
2018-12-22 03:00:00,12,1,0.0,8.7,2,0,100,04:36 PM,06:54 AM,07:16 AM,04:22 PM,9,9,11,9,23,100,93,0.0,989,11,9,176,15
2018-12-22 06:00:00,12,1,0.0,8.7,2,0,100,04:36 PM,06:54 AM,07:16 AM,04:22 PM,8,8,9,8,11,100,93,0.0,991,9,10,212,8
2018-12-22 09:00:00,12,1,0.0,8.7,2,2,100,04:36 PM,06:54 AM,07:16 AM,04:22 PM,-1,-2,3,-2,39,46,75,0.0,995,3,10,304,23
2018-12-22 12:00:00,12,1,0.0,8.7,2,2,100,04:36 PM,06:54 AM,07:16 AM,04:22 PM,-2,-0,4,-0,23,38,66,0.0,998,4,10,297,20
2018-12-22 15:00:00,12,1,0.0,8.7,2,2,100,04:36 PM,06:54 AM,07:16 AM,04:22 PM,-4,-4,2,-4,34,51,67,0.0,1003,2,10,289,23
2018-12-22 18:00:00,12,1,0.0,8.7,2,0,100,04:36 PM,06:54 AM,07:16 AM,04:22 PM,-3,-3,1,-3,21,74,73,0.0,1008,1,10,300,13
2018-12-22 21:00:00,12,1,0.0,8.7,2,0,100,04:36 PM,06:54 AM,07:16 AM,04:22 PM,-5,-4,1,-4,27,13,68,0.0,1011,1,10,293,18
2018-12-23 00:00:00,3,-2,0.0,8.7,2,0,100,05:39 PM,07:59 AM,07:17 AM,04:22 PM,-5,-4,-1,-4,17,15,72,0.0,1014,-1,10,299,10
2018-12-23 03:00:00,3,-2,0.0,8.7,2,0,100,05:39 PM,07:59 AM,07:17 AM,04:22 PM,-6,-5,-1,-5,17,5,67,0.0,1017,-1,10,298,11
2018-12-23 06:00:00,3,-2,0.0,8.7,2,0,100,05:39 PM,07:59 AM,07:17 AM,04:22 PM,-6,-4,-1,-4,10,10,67,0.0,1019,-2,10,306,7
2018-12-23 09:00:00,3,-2,0.0,8.7,2,2,100,05:39 PM,07:59 AM,07:17 AM,04:22 PM,-8,-3,1,-3,16,6,52,0.0,1020,1,10,290,14
2018-12-23 12:00:00,3,-2,0.0,8.7,2,2,100,05:39 PM,07:59 AM,07:17 AM,04:22 PM,-7,-0,3,-0,13,9,47,0.0,1019,3,10,299,11
2018-12-23 15:00:00,3,-2,0.0,8.7,2,2,100,05:39 PM,07:59 AM,07:17 AM,04:22 PM,-6,0,2,0,8,7,55,0.0,1020,1,10,301,6
2018-12-23 18:00:00,3,-2,0.0,8.7,2,0,100,05:39 PM,07:59 AM,07:17 AM,04:22 PM,-7,-3,-2,-3,6,46,67,0.0,1020,-2,10,333,4
2018-12-23 21:00:00,3,-2,0.0,8.7,2,0,100,05:39 PM,07:59 AM,07:17 AM,04:22 PM,-7,-1,-1,-1,3,48,65,0.0,1020,-1,10,263,2
2018-12-24 00:00:00,2,-3,0.0,5.2,1,0,84,06:48 PM,08:58 AM,07:17 AM,04:23 PM,-6,-1,-1,-1,5,100,65,0.0,1019,-1,10,232,3
2018-12-24 03:00:00,2,-3,0.0,5.2,1,0,84,06:48 PM,08:58 AM,07:17 AM,04:23 PM,-4,-1,-1,-1,4,89,76,0.0,1018,-1,10,202,3
2018-12-24 06:00:00,2,-3,0.0,5.2,1,0,84,06:48 PM,08:58 AM,07:17 AM,04:23 PM,-3,-3,-1,-3,8,100,86,0.0,1017,-2,10,194,5
2018-12-24 09:00:00,2,-3,0.0,5.2,1,1,84,06:48 PM,08:58 AM,07:17 AM,04:23 PM,-2,0,2,0,6,100,77,0.0,1017,1,10,222,5
2018-12-24 12:00:00,2,-3,0.0,5.2,1,1,84,06:48 PM,08:58 AM,07:17 AM,04:23 PM,-2,1,3,1,7,86,72,0.0,1015,2,10,276,6
2018-12-24 15:00:00,2,-3,0.0,5.2,1,2,84,06:48 PM,08:58 AM,07:17 AM,04:23 PM,-3,-1,2,-1,13,35,69,0.0,1016,1,10,281,8
2018-12-24 18:00:00,2,-3,0.0,5.2,1,0,84,06:48 PM,08:58 AM,07:17 AM,04:23 PM,-4,-4,-1,-4,14,57,79,0.0,1017,-1,10,268,7
2018-12-24 21:00:00,2,-3,0.0,5.2,1,0,84,06:48 PM,08:58 AM,07:17 AM,04:23 PM,-8,-6,-2,-6,17,37,63,0.0,1020,-3,10,278,6
2018-12-25 00:00:00,2,-4,0.0,8.7,2,0,77,08:01 PM,09:48 AM,07:17 AM,04:24 PM,-3,-4,-1,-4,17,11,84,0.0,1018,-1,10,285,10
2018-12-25 03:00:00,2,-4,0.0,8.7,2,0,77,08:01 PM,09:48 AM,07:17 AM,04:24 PM,-5,-5,-1,-5,18,21,77,0.0,1020,-1,10,292,10
2018-12-25 06:00:00,2,-4,0.0,8.7,2,0,77,08:01 PM,09:48 AM,07:17 AM,04:24 PM,-6,-5,-2,-5,13,17,73,0.0,1023,-2,10,294,8
2018-12-25 09:00:00,2,-4,0.0,8.7,2,2,77,08:01 PM,09:48 AM,07:17 AM,04:24 PM,-11,-5,-0,-5,20,2,44,0.0,1024,-0,10,312,16
2018-12-25 12:00:00,2,-4,0.0,8.7,2,2,77,08:01 PM,09:48 AM,07:17 AM,04:24 PM,-14,-2,2,-2,16,32,30,0.0,1024,2,10,313,14
2018-12-25 15:00:00,2,-4,0.0,8.7,2,2,77,08:01 PM,09:48 AM,07:17 AM,04:24 PM,-14,-4,-1,-4,15,21,35,0.0,1025,-1,10,303,10
2018-12-25 18:00:00,2,-4,0.0,8.7,2,0,77,08:01 PM,09:48 AM,07:17 AM,04:24 PM,-11,-6,-3,-6,12,5,53,0.0,1026,-3,10,301,8
2018-12-25 21:00:00,2,-4,0.0,8.7,2,0,77,08:01 PM,09:48 AM,07:17 AM,04:24 PM,-11,-7,-3,-7,14,13,54,0.0,1027,-4,10,301,9
2018-12-26 00:00:00,1,-5,0.0,6.9,2,0,69,09:15 PM,10:30 AM,07:18 AM,04:24 PM,-12,-7,-4,-7,14,37,52,0.0,1028,-4,10,302,9
2018-12-26 03:00:00,1,-5,0.0,6.9,2,0,69,09:15 PM,10:30 AM,07:18 AM,04:24 PM,-13,-7,-4,-7,12,20,47,0.0,1029,-4,10,301,8
2018-12-26 06:00:00,1,-5,0.0,6.9,2,0,69,09:15 PM,10:30 AM,07:18 AM,04:24 PM,-13,-6,-4,-6,7,8,50,0.0,1031,-5,10,285,5
2018-12-26 09:00:00,1,-5,0.0,6.9,2,2,69,09:15 PM,10:30 AM,07:18 AM,04:24 PM,-11,-5,-1,-5,17,5,48,0.0,1031,-1,10,300,14
2018-12-26 12:00:00,1,-5,0.0,6.9,2,2,69,09:15 PM,10:30 AM,07:18 AM,04:24 PM,-8,-1,2,-1,11,19,50,0.0,1030,1,10,275,9
2018-12-26 15:00:00,1,-5,0.0,6.9,2,1,69,09:15 PM,10:30 AM,07:18 AM,04:24 PM,-6,-2,0,-2,10,66,62,0.0,1030,-0,10,278,6
2018-12-26 18:00:00,1,-5,0.0,6.9,2,0,69,09:15 PM,10:30 AM,07:18 AM,04:24 PM,-6,-2,-2,-2,4,35,78,0.0,1031,-3,10,197,2
2018-12-26 21:00:00,1,-5,0.0,6.9,2,0,69,09:15 PM,10:30 AM,07:18 AM,04:24 PM,-5,-4,-2,-4,9,31,80,0.0,1031,-3,10,236,5
2018-12-27 00:00:00,2,-4,0.0,6.9,2,0,62,10:27 PM,11:07 AM,07:18 AM,04:25 PM,-4,-3,-1,-3,11,62,81,0.0,1031,-1,10,268,6
2018-12-27 03:00:00,2,-4,0.0,6.9,2,0,62,10:27 PM,11:07 AM,07:18 AM,04:25 PM,-4,-4,-1,-4,11,5,84,0.0,1034,-2,10,309,7
2018-12-27 06:00:00,2,-4,0.0,6.9,2,0,62,10:27 PM,11:07 AM,07:18 AM,04:25 PM,-6,-5,-3,-5,10,4,78,0.0,1037,-4,10,352,7
2018-12-27 09:00:00,2,-4,0.0,6.9,2,2,62,10:27 PM,11:07 AM,07:18 AM,04:25 PM,-10,-3,-0,-3,10,5,48,0.0,1038,-1,10,16,8
2018-12-27 12:00:00,2,-4,0.0,6.9,2,2,62,10:27 PM,11:07 AM,07:18 AM,04:25 PM,-15,2,3,2,4,29,27,0.0,1037,2,10,28,3
2018-12-27 15:00:00,2,-4,0.0,6.9,2,1,62,10:27 PM,11:07 AM,07:18 AM,04:25 PM,-14,-2,-0,-2,8,84,33,0.0,1037,-1,10,91,5
2018-12-27 18:00:00,2,-4,0.0,6.9,2,0,62,10:27 PM,11:07 AM,07:18 AM,04:25 PM,-15,-2,-1,-2,5,88,35,0.0,1037,-2,10,85,3
2018-12-27 21:00:00,2,-4,0.0,6.9,2,0,62,10:27 PM,11:07 AM,07:18 AM,04:25 PM,-13,-5,-2,-5,14,45,41,0.0,1035,-2,10,132,8
2018-12-28 00:00:00,10,-1,0.0,3.4,2,0,55,11:37 PM,11:39 AM,07:18 AM,04:26 PM,-8,-5,-1,-5,18,94,60,0.0,1032,-1,10,143,12
2018-12-28 03:00:00,10,-1,0.0,3.4,2,0,55,11:37 PM,11:39 AM,07:18 AM,04:26 PM,-2,-3,1,-3,22,100,83,0.0,1029,1,10,153,14
2018-12-28 06:00:00,10,-1,0.0,3.4,2,0,55,11:37 PM,11:39 AM,07:18 AM,04:26 PM,0,-2,2,-2,23,100,88,0.0,1025,2,10,158,14
2018-12-28 09:00:00,10,-1,0.0,3.4,2,2,55,11:37 PM,11:39 AM,07:18 AM,04:26 PM,5,2,6,2,30,100,95,0.0,1021,6,10,181,18
2018-12-28 12:00:00,10,-1,0.0,3.4,2,2,55,11:37 PM,11:39 AM,07:18 AM,04:26 PM,7,6,8,6,15,100,97,0.0,1016,7,2,168,8
2018-12-28 15:00:00,10,-1,0.0,3.4,2,2,55,11:37 PM,11:39 AM,07:18 AM,04:26 PM,9,8,9,8,23,100,97,0.4,1012,9,2,203,12
2018-12-28 18:00:00,10,-1,0.0,3.4,2,0,55,11:37 PM,11:39 AM,07:18 AM,04:26 PM,9,9,10,9,19,100,96,0.0,1010,10,2,182,9
2018-12-28 21:00:00,10,-1,0.0,3.4,2,0,55,11:37 PM,11:39 AM,07:18 AM,04:26 PM,9,8,10,8,24,70,95,0.0,1009,10,2,236,12
2018-12-29 00:00:00,9,-2,0.0,8.7,1,0,48,No moonrise,12:09 PM,07:19 AM,04:26 PM,8,8,9,8,19,29,95,0.0,1009,9,2,203,9
