date_time,"springfield,ma_maxtempC","springfield,ma_mintempC","springfield,ma_totalSnow_cm","springfield,ma_sunHour","springfield,ma_uvIndex","springfield,ma_uvIndex","springfield,ma_moon_illumination","springfield,ma_moonrise","springfield,ma_moonset","springfield,ma_sunrise","springfield,ma_sunset","springfield,ma_DewPointC","springfield,ma_FeelsLikeC","springfield,ma_HeatIndexC","springfield,ma_WindChillC","springfield,ma_WindGustKmph","springfield,ma_cloudcover","springfield,ma_humidity","springfield,ma_precipMM","springfield,ma_pressure","springfield,ma_tempC","springfield,ma_visibility","springfield,ma_winddirDegree","springfield,ma_windspeedKmph"
2018-12-29 03:00:00,9,-2,0.0,8.7,1,0,48,No moonrise,12:09 PM,07:19 AM,04:26 PM,8,7,9,7,27,11,92,0.0,1009,9,10,245,14
2018-12-29 06:00:00,9,-2,0.0,8.7,1,0,48,No moonrise,12:09 PM,07:19 AM,04:26 PM,6,6,7,6,16,21,90,0.0,1011,7,10,298,9
2018-12-29 09:00:00,9,-2,0.0,8.7,1,3,48,No moonrise,12:09 PM,07:19 AM,04:26 PM,0,2,6,2,28,0,68,0.0,1013,6,10,300,20
2018-12-29 12:00:00,9,-2,0.0,8.7,1,3,48,No moonrise,12:09 PM,07:19 AM,04:26 PM,0,2,6,2,30,59,67,0.0,1014,6,10,299,23
2018-12-29 15:00:00,9,-2,0.0,8.7,1,2,48,No moonrise,12:09 PM,07:19 AM,04:26 PM,-2,-1,3,-1,29,22,67,0.0,1017,3,10,298,19
2018-12-29 18:00:00,9,-2,0.0,8.7,1,0,48,No moonrise,12:09 PM,07:19 AM,04:26 PM,-4,-3,1,-3,19,28,74,0.0,1020,1,10,304,12
2018-12-29 21:00:00,9,-2,0.0,8.7,1,0,48,No moonrise,12:09 PM,07:19 AM,04:26 PM,-7,-6,-2,-6,19,11,68,0.0,1022,-2,10,312,12
2018-12-30 00:00:00,2,-3,0.0,5.2,2,0,40,12:44 AM,12:38 PM,07:19 AM,04:27 PM,-8,-5,-2,-5,9,21,66,0.0,1022,-3,10,328,7
2018-12-30 03:00:00,2,-3,0.0,5.2,2,0,40,12:44 AM,12:38 PM,07:19 AM,04:27 PM,-9,-3,-2,-3,5,48,58,0.0,1022,-2,10,326,4
2018-12-30 06:00:00,2,-3,0.0,5.2,2,0,40,12:44 AM,12:38 PM,07:19 AM,04:27 PM,-10,-3,-2,-3,4,32,56,0.0,1024,-3,10,358,3
2018-12-30 09:00:00,2,-3,0.0,5.2,2,2,40,12:44 AM,12:38 PM,07:19 AM,04:27 PM,-9,0,0,0,2,61,51,0.0,1023,-0,10,255,2
2018-12-30 12:00:00,2,-3,0.0,5.2,2,1,40,12:44 AM,12:38 PM,07:19 AM,04:27 PM,-7,2,2,2,5,69,49,0.0,1022,2,10,258,4
2018-12-30 15:00:00,2,-3,0.0,5.2,2,2,40,12:44 AM,12:38 PM,07:19 AM,04:27 PM,-6,-0,1,-0,6,14,59,0.0,1023,0,10,258,5
2018-12-30 18:00:00,2,-3,0.0,5.2,2,0,40,12:44 AM,12:38 PM,07:19 AM,04:27 PM,-5,-2,-1,-2,7,55,73,0.0,1025,-2,10,192,4
2018-12-30 21:00:00,2,-3,0.0,5.2,2,0,40,12:44 AM,12:38 PM,07:19 AM,04:27 PM,-4,-3,-1,-3,9,18,80,0.0,1025,-2,10,183,5
2018-12-31 00:00:00,4,-6,0.0,5.2,2,0,36,01:51 AM,01:08 PM,07:19 AM,04:28 PM,-1,-1,0,-1,6,4,89,0.0,1026,-2,10,190,4
2018-12-31 03:00:00,4,-6,0.0,5.2,2,0,36,01:51 AM,01:08 PM,07:19 AM,04:28 PM,-2,-2,-1,-2,8,9,92,0.0,1027,-2,10,177,5
2018-12-31 06:00:00,4,-6,0.0,5.2,2,0,36,01:51 AM,01:08 PM,07:19 AM,04:28 PM,-2,-3,-1,-3,10,30,94,0.0,1028,-2,2,172,5
2018-12-31 09:00:00,4,-6,0.0,5.2,2,2,36,01:51 AM,01:08 PM,07:19 AM,04:28 PM,-1,-0,3,-0,15,50,73,0.0,1028,3,10,193,12
2018-12-31 12:00:00,4,-6,0.0,5.2,2,1,36,01:51 AM,01:08 PM,07:19 AM,04:28 PM,-1,1,4,1,18,94,69,0.0,1026,4,10,190,13
2018-12-31 15:00:00,4,-6,0.0,5.2,2,1,36,01:51 AM,01:08 PM,07:19 AM,04:28 PM,-0,-0,3,-0,17,100,79,0.0,1025,3,10,165,11
2018-12-31 18:00:00,4,-6,0.0,5.2,2,0,36,01:51 AM,01:08 PM,07:19 AM,04:28 PM,1,-1,2,-1,20,100,89,0.1,1023,2,10,155,13
2018-12-31 21:00:00,4,-6,0.0,5.2,2,0,36,01:51 AM,01:08 PM,07:19 AM,04:28 PM,-5,-8,-4,-8,23,100,74,2.3,1020,-6,9,154,9
2019-01-01 00:00:00,9,4,0.0,8.7,2,0,26,02:55 AM,01:39 PM,07:19 AM,04:29 PM,3,-5,-3,-5,28,100,94,4.4,1010,-5,8,152,10
2019-01-01 03:00:00,9,4,0.0,8.7,2,0,26,02:55 AM,01:39 PM,07:19 AM,04:29 PM,4,2,5,2,26,100,93,0.5,1004,4,10,176,8
2019-01-01 06:00:00,9,4,0.0,8.7,2,0,26,02:55 AM,01:39 PM,07:19 AM,04:29 PM,5,3,6,3,31,75,93,1.1,1000,6,9,220,13
2019-01-01 09:00:00,9,4,0.0,8.7,2,3,26,02:55 AM,01:39 PM,07:19 AM,04:29 PM,5,6,8,6,41,21,83,0.0,1001,7,10,253,21
2019-01-01 12:00:00,9,4,0.0,8.7,2,3,26,02:55 AM,01:39 PM,07:19 AM,04:29 PM,3,9,9,9,38,7,65,0.0,1005,9,10,289,28
2019-01-01 15:00:00,9,4,0.0,8.7,2,3,26,02:55 AM,01:39 PM,07:19 AM,04:29 PM,3,7,8,7,33,2,68,0.0,1008,8,10,302,18
2019-01-01 18:00:00,9,4,0.0,8.7,2,0,26,02:55 AM,01:39 PM,07:19 AM,04:29 PM,0,1,5,1,28,3,73,0.0,1010,4,10,303,14
2019-01-01 21:00:00,9,4,0.0,8.7,2,0,26,02:55 AM,01:39 PM,07:19 AM,04:29 PM,0,2,4,2,27,1,75,0.0,1010,3,10,308,12
2019-01-02 00:00:00,0,-6,0.0,8.7,2,0,19,03:59 AM,02:13 PM,07:19 AM,04:30 PM,-4,-2,1,-2,20,4,68,0.0,1016,1,10,311,11
2019-01-02 03:00:00,0,-6,0.0,8.7,2,0,19,03:59 AM,02:13 PM,07:19 AM,04:30 PM,-10,-8,-4,-8,9,14,64,0.0,1024,-5,10,328,7
2019-01-02 06:00:00,0,-6,0.0,8.7,2,0,19,03:59 AM,02:13 PM,07:19 AM,04:30 PM,-11,-8,-5,-8,6,25,67,0.0,1026,-6,10,232,5
2019-01-02 09:00:00,0,-6,0.0,8.7,2,2,19,03:59 AM,02:13 PM,07:19 AM,04:30 PM,-10,-6,-4,-6,5,8,63,0.0,1027,-5,10,21,4
2019-01-02 12:00:00,0,-6,0.0,8.7,2,2,19,03:59 AM,02:13 PM,07:19 AM,04:30 PM,-11,-2,-0,-2,5,3,45,0.0,1027,-1,10,65,5
2019-01-02 15:00:00,0,-6,0.0,8.7,2,2,19,03:59 AM,02:13 PM,07:19 AM,04:30 PM,-12,0,0,0,7,4,39,0.0,1026,-1,10,124,6
2019-01-02 18:00:00,0,-6,0.0,8.7,2,0,19,03:59 AM,02:13 PM,07:19 AM,04:30 PM,-11,-2,-2,-2,10,8,49,0.0,1025,-3,10,142,8
2019-01-02 21:00:00,0,-6,0.0,8.7,2,0,19,03:59 AM,02:13 PM,07:19 AM,04:30 PM,-9,-4,-3,-4,12,20,64,0.0,1023,-4,10,155,9
2019-01-03 00:00:00,4,-1,0.0,6.9,1,0,11,05:00 AM,02:52 PM,07:19 AM,04:31 PM,-7,-5,-3,-5,15,48,74,0.0,1020,-4,10,160,8
2019-01-03 03:00:00,4,-1,0.0,6.9,1,0,11,05:00 AM,02:52 PM,07:19 AM,04:31 PM,-5,-3,-2,-3,18,91,83,0.0,1016,-3,10,165,4
2019-01-03 06:00:00,4,-1,0.0,6.9,1,0,11,05:00 AM,02:52 PM,07:19 AM,04:31 PM,-2,-3,-1,-3,19,100,94,0.1,1012,-2,10,183,7
2019-01-03 09:00:00,4,-1,0.0,6.9,1,1,11,05:00 AM,02:52 PM,07:19 AM,04:31 PM,-1,-1,1,-1,17,87,89,0.0,1010,1,10,232,10
2019-01-03 12:00:00,4,-1,0.0,6.9,1,2,11,05:00 AM,02:52 PM,07:19 AM,04:31 PM,-1,1,4,1,20,43,68,0.1,1010,4,10,292,14
2019-01-03 15:00:00,4,-1,0.0,6.9,1,2,11,05:00 AM,02:52 PM,07:19 AM,04:31 PM,-3,0,4,0,21,4,59,0.0,1010,3,10,304,17
2019-01-03 18:00:00,4,-1,0.0,6.9,1,0,11,05:00 AM,02:52 PM,07:19 AM,04:31 PM,-4,-2,1,-2,17,4,66,0.0,1014,0,10,297,9
2019-01-03 21:00:00,4,-1,0.0,6.9,1,0,11,05:00 AM,02:52 PM,07:19 AM,04:31 PM,-5,-3,-1,-3,13,3,76,0.0,1017,-2,10,287,3
2019-01-04 00:00:00,3,-4,0.0,8.7,2,0,4,05:59 AM,03:35 PM,07:19 AM,04:32 PM,-4,-4,-2,-4,7,2,82,0.0,1017,-3,10,245,4
2019-01-04 03:00:00,3,-4,0.0,8.7,2,0,4,05:59 AM,03:35 PM,07:19 AM,04:32 PM,-5,-4,-2,-4,9,6,82,0.0,1016,-3,10,208,3
2019-01-04 06:00:00,3,-4,0.0,8.7,2,0,4,05:59 AM,03:35 PM,07:19 AM,04:32 PM,-7,-5,-2,-5,11,7,74,0.0,1014,-3,10,201,6
2019-01-04 09:00:00,3,-4,0.0,8.7,2,2,4,05:59 AM,03:35 PM,07:19 AM,04:32 PM,-7,-5,-2,-5,12,6,66,0.0,1009,-3,10,201,11
2019-01-04 12:00:00,3,-4,0.0,8.7,2,2,4,05:59 AM,03:35 PM,07:19 AM,04:32 PM,-4,-2,2,-2,13,5,65,0.0,1001,1,10,213,11
2019-01-04 15:00:00,3,-4,0.0,8.7,2,2,4,05:59 AM,03:35 PM,07:19 AM,04:32 PM,-2,-0,3,-0,16,4,67,0.0,1005,3,10,213,13
2019-01-04 18:00:00,3,-4,0.0,8.7,2,0,4,05:59 AM,03:35 PM,07:19 AM,04:32 PM,-3,0,3,0,18,4,67,0.0,1012,2,10,204,8
2019-01-04 21:00:00,3,-4,0.0,8.7,2,0,4,05:59 AM,03:35 PM,07:19 AM,04:32 PM,-2,-3,-0,-3,14,4,77,0.0,1009,-2,10,198,8
2019-01-05 00:00:00,2,1,0.0,3.4,2,0,0,06:52 AM,04:22 PM,07:19 AM,04:33 PM,-3,-4,-2,-4,10,7,79,0.0,1003,-4,10,190,9
2019-01-05 03:00:00,2,1,0.0,3.4,2,0,0,06:52 AM,04:22 PM,07:19 AM,04:33 PM,-3,-1,-1,-1,9,43,89,0.1,1011,-2,7,187,2
2019-01-05 06:00:00,2,1,0.0,3.4,2,0,0,06:52 AM,04:22 PM,07:19 AM,04:33 PM,-2,-1,0,-1,7,100,92,0.4,1008,-1,2,129,5
2019-01-05 09:00:00,2,1,0.0,3.4,2,1,0,06:52 AM,04:22 PM,07:19 AM,04:33 PM,1,-1,2,-1,8,100,94,2.1,1004,1,4,41,9
2019-01-05 12:00:00,2,1,0.0,3.4,2,1,0,06:52 AM,04:22 PM,07:19 AM,04:33 PM,1,-2,2,-2,12,100,92,3.3,1002,2,8,41,12
2019-01-05 15:00:00,2,1,0.0,3.4,2,1,0,06:52 AM,04:22 PM,07:19 AM,04:33 PM,1,-1,3,-1,18,100,89,0.1,1000,2,7,23,13
2019-01-05 18:00:00,2,1,0.0,3.4,2,0,0,06:52 AM,04:22 PM,07:19 AM,04:33 PM,1,-2,2,-2,19,94,89,0.2,1001,1,5,119,11
2019-01-05 21:00:00,2,1,0.0,3.4,2,0,0,06:52 AM,04:22 PM,07:19 AM,04:33 PM,-1,-2,2,-2,17,59,84,0.0,1003,-1,10,335,9
2019-01-06 00:00:00,3,0,0.0,3.4,2,0,0,07:41 AM,05:15 PM,07:19 AM,04:34 PM,-4,-3,-0,-3,19,9,75,0.0,1006,-1,10,312,7
2019-01-06 03:00:00,3,0,0.0,3.4,2,0,0,07:41 AM,05:15 PM,07:19 AM,04:34 PM,-5,-3,-1,-3,21,7,76,0.0,1008,-2,10,304,5
2019-01-06 06:00:00,3,0,0.0,3.4,2,0,0,07:41 AM,05:15 PM,07:19 AM,04:34 PM,-4,-3,-0,-3,20,21,79,0.0,1010,-1,10,286,6
2019-01-06 09:00:00,3,0,0.0,3.4,2,1,0,07:41 AM,05:15 PM,07:19 AM,04:34 PM,-3,-2,2,-2,17,65,72,0.0,1013,1,10,269,12
2019-01-06 12:00:00,3,0,0.0,3.4,2,1,0,07:41 AM,05:15 PM,07:19 AM,04:34 PM,-4,-1,3,-1,23,94,58,0.0,1015,3,10,302,19
2019-01-06 15:00:00,3,0,0.0,3.4,2,1,0,07:41 AM,05:15 PM,07:19 AM,04:34 PM,-4,-1,4,-1,26,87,55,0.0,1014,3,9,313,19
2019-01-06 18:00:00,3,0,0.0,3.4,2,0,0,07:41 AM,05:15 PM,07:19 AM,04:34 PM,-5,-1,2,-1,25,53,59,0.1,1019,1,8,319,12
2019-01-06 21:00:00,3,0,0.0,3.4,2,0,0,07:41 AM,05:15 PM,07:19 AM,04:34 PM,-8,-4,-0,-4,22,0,60,0.0,1020,-1,10,328,12
2019-01-07 00:00:00,-2,-9,0.0,5.2,2,0,3,08:23 AM,06:10 PM,07:19 AM,04:35 PM,-9,-8,-3,-8,21,0,61,0.0,1023,-4,10,334,13
2019-01-07 03:00:00,-2,-9,0.0,5.2,2,0,3,08:23 AM,06:10 PM,07:19 AM,04:35 PM,-15,-14,-7,-14,16,3,54,0.0,1028,-8,10,334,15
2019-01-07 06:00:00,-2,-9,0.0,5.2,2,0,3,08:23 AM,06:10 PM,07:19 AM,04:35 PM,-16,-14,-8,-14,14,35,53,0.0,1030,-9,10,338,12
2019-01-07 09:00:00,-2,-9,0.0,5.2,2,1,3,08:23 AM,06:10 PM,07:19 AM,04:35 PM,-17,-12,-7,-12,13,89,44,0.0,1031,-8,10,333,11
2019-01-07 12:00:00,-2,-9,0.0,5.2,2,2,3,08:23 AM,06:10 PM,07:19 AM,04:35 PM,-18,-7,-3,-7,13,70,31,0.0,1029,-4,10,334,9
2019-01-07 15:00:00,-2,-9,0.0,5.2,2,2,3,08:23 AM,06:10 PM,07:19 AM,04:35 PM,-17,-4,-2,-4,8,39,29,0.0,1030,-3,10,256,5
2019-01-07 18:00:00,-2,-9,0.0,5.2,2,0,3,08:23 AM,06:10 PM,07:19 AM,04:35 PM,-15,-4,-4,-4,6,57,42,0.0,1030,-5,10,88,4
2019-01-07 21:00:00,-2,-9,0.0,5.2,2,0,3,08:23 AM,06:10 PM,07:19 AM,04:35 PM,-14,-7,-6,-7,10,59,55,0.0,1028,-7,10,141,5
2019-01-08 00:00:00,2,-3,0.1,3.4,1,0,10,09:01 AM,07:07 PM,07:19 AM,04:36 PM,-13,-9,-5,-9,14,83,54,0.0,1027,-6,10,158,7
2019-01-08 03:00:00,2,-3,0.1,3.4,1,0,10,09:01 AM,07:07 PM,07:19 AM,04:36 PM,-10,-8,-4,-8,18,90,64,0.1,1025,-5,8,164,11
2019-01-08 06:00:00,2,-3,0.1,3.4,1,0,10,09:01 AM,07:07 PM,07:19 AM,04:36 PM,-5,-6,-3,-6,23,89,85,0.1,1021,-4,7,178,7
2019-01-08 09:00:00,2,-3,0.1,3.4,1,1,10,09:01 AM,07:07 PM,07:19 AM,04:36 PM,-3,-2,-1,-2,23,100,89,0.0,1018,-2,10,185,3
2019-01-08 12:00:00,2,-3,0.1,3.4,1,1,10,09:01 AM,07:07 PM,07:19 AM,04:36 PM,0,0,1,0,16,97,94,0.1,1015,1,10,184,4
2019-01-08 15:00:00,2,-3,0.1,3.4,1,1,10,09:01 AM,07:07 PM,07:19 AM,04:36 PM,1,2,2,2,12,93,92,0.0,1011,2,7,164,3
2019-01-08 18:00:00,2,-3,0.1,3.4,1,0,10,09:01 AM,07:07 PM,07:19 AM,04:36 PM,-1,0,2,0,10,100,82,0.1,1010,1,0,164,6
2019-01-08 21:00:00,2,-3,0.1,3.4,1,0,10,09:01 AM,07:07 PM,07:19 AM,04:36 PM,-3,-3,-1,-3,11,99,77,0.3,1012,-2,1,183,5
2019-01-09 00:00:00,2,-1,0.0,3.4,1,0,18,09:34 AM,08:05 PM,07:19 AM,04:37 PM,-0,-3,-1,-3,9,98,90,0.4,1003,-3,1,187,6
2019-01-09 03:00:00,2,-1,0.0,3.4,1,0,18,09:34 AM,08:05 PM,07:19 AM,04:37 PM,1,-0,2,-0,12,100,91,0.8,996,1,2,196,8
2019-01-09 06:00:00,2,-1,0.0,3.4,1,0,18,09:34 AM,08:05 PM,07:19 AM,04:37 PM,0,-2,1,-2,17,86,91,1.7,998,1,6,224,14
2019-01-09 09:00:00,2,-1,0.0,3.4,1,1,18,09:34 AM,08:05 PM,07:19 AM,04:37 PM,-1,-3,1,-3,27,72,86,0.2,1005,-0,7,266,14
2019-01-09 12:00:00,2,-1,0.0,3.4,1,1,18,09:34 AM,08:05 PM,07:19 AM,04:37 PM,-2,-2,2,-2,34,95,71,0.1,1008,2,10,287,18
2019-01-09 15:00:00,2,-1,0.0,3.4,1,2,18,09:34 AM,08:05 PM,07:19 AM,04:37 PM,-3,-2,2,-2,33,65,70,0.0,1009,1,10,288,16
2019-01-09 18:00:00,2,-1,0.0,3.4,1,0,18,09:34 AM,08:05 PM,07:19 AM,04:37 PM,-4,-5,-1,-5,33,26,76,0.0,1010,-2,10,289,13
2019-01-09 21:00:00,2,-1,0.0,3.4,1,0,18,09:34 AM,08:05 PM,07:19 AM,04:37 PM,-5,-8,-4,-8,31,32,79,0.0,1010,-5,10,288,13
2019-01-10 00:00:00,-1,-4,0.0,5.2,1,0,25,10:03 AM,09:04 PM,07:18 AM,04:38 PM,-4,-8,-4,-8,24,65,80,0.0,1009,-7,10,283,10
2019-01-10 03:00:00,-1,-4,0.0,5.2,1,0,25,10:03 AM,09:04 PM,07:18 AM,04:38 PM,-6,-7,-3,-7,21,85,81,0.0,1011,-4,10,283,10
2019-01-10 06:00:00,-1,-4,0.0,5.2,1,0,25,10:03 AM,09:04 PM,07:18 AM,04:38 PM,-7,-8,-3,-8,22,65,78,0.0,1010,-4,10,288,12
2019-01-10 09:00:00,-1,-4,0.0,5.2,1,2,25,10:03 AM,09:04 PM,07:18 AM,04:38 PM,-7,-7,-2,-7,26,68,66,0.0,1003,-3,10,303,17
2019-01-10 12:00:00,-1,-4,0.0,5.2,1,1,25,10:03 AM,09:04 PM,07:18 AM,04:38 PM,-9,-8,-1,-8,28,56,53,0.0,1002,-2,10,310,28
2019-01-10 15:00:00,-1,-4,0.0,5.2,1,2,25,10:03 AM,09:04 PM,07:18 AM,04:38 PM,-10,-8,-1,-8,30,65,50,0.0,1004,-2,10,306,30
2019-01-10 18:00:00,-1,-4,0.0,5.2,1,0,25,10:03 AM,09:04 PM,07:18 AM,04:38 PM,-11,-10,-3,-10,33,35,56,0.0,1009,-4,10,306,23
2019-01-10 21:00:00,-1,-4,0.0,5.2,1,0,25,10:03 AM,09:04 PM,07:18 AM,04:38 PM,-11,-11,-5,-11,32,35,60,0.0,1015,-6,10,308,15
2019-01-11 00:00:00,-6,-9,0.0,8.7,2,0,32,10:30 AM,10:03 PM,07:18 AM,04:39 PM,-14,-14,-7,-14,28,11,53,0.0,1014,-8,10,307,19
2019-01-11 03:00:00,-6,-9,0.0,8.7,2,0,32,10:30 AM,10:03 PM,07:18 AM,04:39 PM,-16,-14,-8,-14,28,7,52,0.0,1017,-9,10,307,15
2019-01-11 06:00:00,-6,-9,0.0,8.7,2,0,32,10:30 AM,10:03 PM,07:18 AM,04:39 PM,-16,-16,-9,-16,31,3,57,0.0,1019,-10,10,304,13
2019-01-11 09:00:00,-6,-9,0.0,8.7,2,2,32,10:30 AM,10:03 PM,07:18 AM,04:39 PM,-15,-13,-8,-13,29,6,55,0.0,1025,-9,10,301,11
2019-01-11 12:00:00,-6,-9,0.0,8.7,2,2,32,10:30 AM,10:03 PM,07:18 AM,04:39 PM,-20,-13,-6,-13,27,23,34,0.0,1026,-7,10,304,19
2019-01-11 15:00:00,-6,-9,0.0,8.7,2,2,32,10:30 AM,10:03 PM,07:18 AM,04:39 PM,-20,-11,-5,-11,27,23,30,0.0,1026,-6,10,309,21
2019-01-11 18:00:00,-6,-9,0.0,8.7,2,0,32,10:30 AM,10:03 PM,07:18 AM,04:39 PM,-19,-12,-6,-12,27,15,36,0.0,1027,-7,10,311,16
2019-01-11 21:00:00,-6,-9,0.0,8.7,2,0,32,10:30 AM,10:03 PM,07:18 AM,04:39 PM,-18,-13,-8,-13,26,23,44,0.0,1028,-9,10,314,9
2019-01-12 00:00:00,-4,-12,0.0,7.0,2,0,39,10:56 AM,11:02 PM,07:18 AM,04:40 PM,-19,-15,-10,-15,24,14,49,0.0,1029,-11,10,316,8
2019-01-12 03:00:00,-4,-12,0.0,7.0,2,0,39,10:56 AM,11:02 PM,07:18 AM,04:40 PM,-18,-16,-11,-16,18,32,57,0.0,1030,-12,10,312,7
2019-01-12 06:00:00,-4,-12,0.0,7.0,2,0,39,10:56 AM,11:02 PM,07:18 AM,04:40 PM,-17,-14,-11,-14,13,19,59,0.0,1032,-12,10,298,6
2019-01-12 09:00:00,-4,-12,0.0,7.0,2,2,39,10:56 AM,11:02 PM,07:18 AM,04:40 PM,-17,-11,-9,-11,14,15,54,0.0,1033,-10,10,301,8
2019-01-12 12:00:00,-4,-12,0.0,7.0,2,1,39,10:56 AM,11:02 PM,07:18 AM,04:40 PM,-19,-9,-5,-9,17,38,32,0.0,1033,-6,10,306,10
2019-01-12 15:00:00,-4,-12,0.0,7.0,2,2,39,10:56 AM,11:02 PM,07:18 AM,04:40 PM,-18,-7,-3,-7,17,79,31,0.0,1031,-4,10,307,11
2019-01-12 18:00:00,-4,-12,0.0,7.0,2,0,39,10:56 AM,11:02 PM,07:18 AM,04:40 PM,-17,-8,-5,-8,16,43,38,0.0,1032,-6,10,302,5
2019-01-12 21:00:00,-4,-12,0.0,7.0,2,0,39,10:56 AM,11:02 PM,07:18 AM,04:40 PM,-17,-9,-7,-9,12,25,48,0.0,1033,-8,10,299,4
2019-01-13 00:00:00,-5,-11,0.0,5.2,2,0,47,11:22 AM,No moonset,07:17 AM,04:41 PM,-16,-10,-8,-10,6,19,56,0.0,1034,-9,10,329,5
2019-01-13 03:00:00,-5,-11,0.0,5.2,2,0,47,11:22 AM,No moonset,07:17 AM,04:41 PM,-15,-14,-10,-14,5,40,61,0.0,1033,-11,10,234,4
2019-01-13 06:00:00,-5,-11,0.0,5.2,2,0,47,11:22 AM,No moonset,07:17 AM,04:41 PM,-16,-15,-11,-15,5,38,65,0.0,1033,-12,10,10,4
2019-01-13 09:00:00,-5,-11,0.0,5.2,2,1,47,11:22 AM,No moonset,07:17 AM,04:41 PM,-15,-13,-9,-13,6,37,60,0.0,1033,-10,10,17,6
2019-01-13 12:00:00,-5,-11,0.0,5.2,2,1,47,11:22 AM,No moonset,07:17 AM,04:41 PM,-15,-11,-6,-11,8,81,47,0.0,1031,-7,10,23,10
2019-01-13 15:00:00,-5,-11,0.0,5.2,2,1,47,11:22 AM,No moonset,07:17 AM,04:41 PM,-15,-9,-4,-9,9,83,42,0.0,1030,-5,10,39,11
2019-01-13 18:00:00,-5,-11,0.0,5.2,2,0,47,11:22 AM,No moonset,07:17 AM,04:41 PM,-15,-10,-6,-10,13,79,51,0.0,1029,-7,10,48,10
2019-01-13 21:00:00,-5,-11,0.0,5.2,2,0,47,11:22 AM,No moonset,07:17 AM,04:41 PM,-14,-12,-7,-12,13,60,61,0.0,1029,-8,10,41,9
2019-01-14 00:00:00,-2,-12,0.0,8.7,2,0,54,11:49 AM,12:03 AM,07:17 AM,04:42 PM,-14,-14,-9,-14,10,23,67,0.0,1028,-10,10,23,8
2019-01-14 03:00:00,-2,-12,0.0,8.7,2,0,54,11:49 AM,12:03 AM,07:17 AM,04:42 PM,-14,-16,-10,-16,12,4,71,0.0,1027,-11,10,12,8
2019-01-14 06:00:00,-2,-12,0.0,8.7,2,0,54,11:49 AM,12:03 AM,07:17 AM,04:42 PM,-14,-16,-11,-16,11,0,74,0.0,1026,-12,10,6,9
2019-01-14 09:00:00,-2,-12,0.0,8.7,2,2,54,11:49 AM,12:03 AM,07:17 AM,04:42 PM,-14,-14,-9,-14,10,3,67,0.0,1026,-10,10,8,10
2019-01-14 12:00:00,-2,-12,0.0,8.7,2,2,54,11:49 AM,12:03 AM,07:17 AM,04:42 PM,-12,-7,-4,-7,9,13,51,0.0,1024,-5,10,16,8
2019-01-14 15:00:00,-2,-12,0.0,8.7,2,2,54,11:49 AM,12:03 AM,07:17 AM,04:42 PM,-12,-5,-2,-5,7,32,44,0.0,1022,-3,10,16,7
2019-01-14 18:00:00,-2,-12,0.0,8.7,2,0,54,11:49 AM,12:03 AM,07:17 AM,04:42 PM,-12,-6,-4,-6,5,43,52,0.0,1021,-5,10,112,4
2019-01-14 21:00:00,-2,-12,0.0,8.7,2,0,54,11:49 AM,12:03 AM,07:17 AM,04:42 PM,-12,-6,-6,-6,6,16,60,0.0,1020,-7,10,317,4
2019-01-15 00:00:00,-1,-12,0.0,7.0,2,0,61,12:18 PM,01:06 AM,07:16 AM,04:43 PM,-12,-8,-8,-8,7,17,69,0.0,1020,-9,10,312,2
2019-01-15 03:00:00,-1,-12,0.0,7.0,2,0,61,12:18 PM,01:06 AM,07:16 AM,04:43 PM,-12,-9,-9,-9,7,18,80,0.0,1019,-10,10,313,0
2019-01-15 06:00:00,-1,-12,0.0,7.0,2,0,61,12:18 PM,01:06 AM,07:16 AM,04:43 PM,-13,-10,-10,-10,8,25,81,0.0,1019,-11,10,319,4
2019-01-15 09:00:00,-1,-12,0.0,7.0,2,1,61,12:18 PM,01:06 AM,07:16 AM,04:43 PM,-12,-9,-8,-9,7,48,73,0.0,1020,-9,10,320,6
2019-01-15 12:00:00,-1,-12,0.0,7.0,2,2,61,12:18 PM,01:06 AM,07:16 AM,04:43 PM,-10,-5,-1,-5,6,66,48,0.0,1019,-2,10,320,10
2019-01-15 15:00:00,-1,-12,0.0,7.0,2,1,61,12:18 PM,01:06 AM,07:16 AM,04:43 PM,-9,-3,-0,-3,7,58,51,0.0,1018,-1,10,300,7
2019-01-15 18:00:00,-1,-12,0.0,7.0,2,0,61,12:18 PM,01:06 AM,07:16 AM,04:43 PM,-9,-5,-2,-5,8,55,57,0.0,1018,-3,10,278,5
2019-01-15 21:00:00,-1,-12,0.0,7.0,2,0,61,12:18 PM,01:06 AM,07:16 AM,04:43 PM,-9,-6,-4,-6,7,15,67,0.0,1019,-5,10,267,4
2019-01-16 00:00:00,1,-7,0.0,7.0,2,0,69,12:51 PM,02:11 AM,07:16 AM,04:45 PM,-8,-6,-6,-6,6,18,80,0.0,1018,-7,10,235,4
2019-01-16 03:00:00,1,-7,0.0,7.0,2,0,69,12:51 PM,02:11 AM,07:16 AM,04:45 PM,-8,-6,-5,-6,9,13,80,0.0,1017,-6,10,209,4
2019-01-16 06:00:00,1,-7,0.0,7.0,2,0,69,12:51 PM,02:11 AM,07:16 AM,04:45 PM,-8,-9,-6,-9,12,13,85,0.0,1016,-7,10,206,5
2019-01-16 09:00:00,1,-7,0.0,7.0,2,2,69,12:51 PM,02:11 AM,07:16 AM,04:45 PM,-8,-7,-4,-7,14,12,73,0.0,1015,-5,10,222,8
