date_time,"new+york,ny_maxtempC","new+york,ny_mintempC","new+york,ny_totalSnow_cm","new+york,ny_sunHour","new+york,ny_uvIndex","new+york,ny_uvIndex","new+york,ny_moon_illumination","new+york,ny_moonrise","new+york,ny_moonset","new+york,ny_sunrise","new+york,ny_sunset","new+york,ny_DewPointC","new+york,ny_FeelsLikeC","new+york,ny_HeatIndexC","new+york,ny_WindChillC","new+york,ny_WindGustKmph","new+york,ny_cloudcover","new+york,ny_humidity","new+york,ny_precipMM","new+york,ny_pressure","new+york,ny_tempC","new+york,ny_visibility","new+york,ny_winddirDegree","new+york,ny_windspeedKmph"
2019-02-23 15:00:00,4,-3,0.0,5.7,1,2,65,10:37 PM,09:16 AM,06:39 AM,05:40 PM,-2,3,5,3,10,14,62,0.0,1027,4,20,135,10
2019-02-23 18:00:00,4,-3,0.0,5.7,1,0,65,10:37 PM,09:16 AM,06:39 AM,05:40 PM,-0,3,5,3,12,24,69,0.0,1025,4,20,144,11
2019-02-23 21:00:00,4,-3,0.0,5.7,1,0,65,10:37 PM,09:16 AM,06:39 AM,05:40 PM,1,0,2,0,13,46,78,0.0,1024,1,19,141,8
2019-02-24 00:00:00,13,3,0.0,4.1,2,0,57,11:45 PM,09:49 AM,06:38 AM,05:42 PM,1,-2,1,-2,15,100,79,0.0,1022,-1,17,122,9
2019-02-24 03:00:00,13,3,0.0,4.1,2,0,57,11:45 PM,09:49 AM,06:38 AM,05:42 PM,2,2,5,2,22,100,82,1.5,1016,4,4,90,9
2019-02-24 06:00:00,13,3,0.0,4.1,2,0,57,11:45 PM,09:49 AM,06:38 AM,05:42 PM,4,4,6,4,30,100,86,5.9,1014,6,6,95,7
2019-02-24 09:00:00,13,3,0.0,4.1,2,2,57,11:45 PM,09:49 AM,06:38 AM,05:42 PM,6,6,8,6,28,100,89,9.9,1008,7,6,119,8
2019-02-24 12:00:00,13,3,0.0,4.1,2,2,57,11:45 PM,09:49 AM,06:38 AM,05:42 PM,8,11,11,11,22,100,85,6.4,999,10,7,160,11
2019-02-24 15:00:00,13,3,0.0,4.1,2,3,57,11:45 PM,09:49 AM,06:38 AM,05:42 PM,8,14,14,14,21,99,69,4.4,995,13,5,219,19
2019-02-24 18:00:00,13,3,0.0,4.1,2,0,57,11:45 PM,09:49 AM,06:38 AM,05:42 PM,6,12,12,12,33,93,67,0.3,998,11,5,247,15
2019-02-24 21:00:00,13,3,0.0,4.1,2,0,57,11:45 PM,09:49 AM,06:38 AM,05:42 PM,3,7,9,7,53,64,65,0.4,1002,8,10,270,17
2019-02-25 00:00:00,6,0,0.0,8.7,2,0,50,No moonrise,10:23 AM,06:36 AM,05:43 PM,-1,3,7,3,53,23,53,0.0,1001,7,10,271,24
2019-02-25 03:00:00,6,0,0.0,8.7,2,0,50,No moonrise,10:23 AM,06:36 AM,05:43 PM,-4,1,5,1,53,35,50,0.0,1003,5,10,267,24
2019-02-25 06:00:00,6,0,0.0,8.7,2,0,50,No moonrise,10:23 AM,06:36 AM,05:43 PM,-4,-1,4,-1,53,45,59,0.0,1008,3,10,267,21
2019-02-25 09:00:00,6,0,0.0,8.7,2,2,50,No moonrise,10:23 AM,06:36 AM,05:43 PM,-3,-1,4,-1,51,45,63,0.0,1015,3,10,272,19
2019-02-25 12:00:00,6,0,0.0,8.7,2,2,50,No moonrise,10:23 AM,06:36 AM,05:43 PM,-8,1,6,1,47,39,36,0.0,1013,5,10,281,32
2019-02-25 15:00:00,6,0,0.0,8.7,2,3,50,No moonrise,10:23 AM,06:36 AM,05:43 PM,-9,2,7,2,45,23,32,0.0,1014,6,10,285,31
2019-02-25 18:00:00,6,0,0.0,8.7,2,0,50,No moonrise,10:23 AM,06:36 AM,05:43 PM,-10,0,5,0,45,5,33,0.0,1018,4,10,288,26
2019-02-25 21:00:00,6,0,0.0,8.7,2,0,50,No moonrise,10:23 AM,06:36 AM,05:43 PM,-11,-3,2,-3,43,0,38,0.0,1020,2,10,295,20
2019-02-26 00:00:00,2,-3,0.0,7.2,2,0,42,12:48 AM,11:00 AM,06:35 AM,05:44 PM,-11,-5,0,-5,36,1,43,0.0,1025,-1,10,302,15
2019-02-26 03:00:00,2,-3,0.0,7.2,2,0,42,12:48 AM,11:00 AM,06:35 AM,05:44 PM,-11,-6,-1,-6,30,7,46,0.0,1030,-2,10,304,13
2019-02-26 06:00:00,2,-3,0.0,7.2,2,0,42,12:48 AM,11:00 AM,06:35 AM,05:44 PM,-12,-7,-2,-7,26,13,46,0.0,1030,-3,10,299,15
2019-02-26 09:00:00,2,-3,0.0,7.2,2,2,42,12:48 AM,11:00 AM,06:35 AM,05:44 PM,-12,-6,-1,-6,23,19,41,0.0,1028,-2,10,296,18
2019-02-26 12:00:00,2,-3,0.0,7.2,2,2,42,12:48 AM,11:00 AM,06:35 AM,05:44 PM,-14,-3,2,-3,22,35,32,0.0,1027,1,10,293,18
2019-02-26 15:00:00,2,-3,0.0,7.2,2,2,42,12:48 AM,11:00 AM,06:35 AM,05:44 PM,-15,-2,3,-2,24,61,27,0.0,1027,2,10,298,19
2019-02-26 18:00:00,2,-3,0.0,7.2,2,0,42,12:48 AM,11:00 AM,06:35 AM,05:44 PM,-15,-4,1,-4,27,55,30,0.0,1027,-0,10,316,14
2019-02-26 21:00:00,2,-3,0.0,7.2,2,0,42,12:48 AM,11:00 AM,06:35 AM,05:44 PM,-16,-7,-2,-7,26,37,33,0.0,1029,-3,10,335,14
2019-02-27 00:00:00,0,-6,0.0,5.7,1,0,35,01:49 AM,11:41 AM,06:33 AM,05:45 PM,-15,-7,-3,-7,22,39,37,0.0,1029,-4,10,341,14
2019-02-27 03:00:00,0,-6,0.0,5.7,1,0,35,01:49 AM,11:41 AM,06:33 AM,05:45 PM,-18,-10,-5,-10,17,78,35,0.0,1030,-6,10,347,12
2019-02-27 06:00:00,0,-6,0.0,5.7,1,0,35,01:49 AM,11:41 AM,06:33 AM,05:45 PM,-18,-10,-5,-10,12,85,36,0.0,1030,-6,10,246,12
2019-02-27 09:00:00,0,-6,0.0,5.7,1,1,35,01:49 AM,11:41 AM,06:33 AM,05:45 PM,-18,-9,-4,-9,9,95,36,0.0,1029,-5,10,59,12
2019-02-27 12:00:00,0,-6,0.0,5.7,1,2,35,01:49 AM,11:41 AM,06:33 AM,05:45 PM,-14,-6,-2,-6,10,68,39,0.1,1026,-3,10,119,10
2019-02-27 15:00:00,0,-6,0.0,5.7,1,1,35,01:49 AM,11:41 AM,06:33 AM,05:45 PM,-10,-3,1,-3,15,56,44,0.0,1022,-0,10,138,13
2019-02-27 18:00:00,0,-6,0.0,5.7,1,0,35,01:49 AM,11:41 AM,06:33 AM,05:45 PM,-12,-4,-0,-4,19,99,39,0.0,1024,-1,10,133,15
2019-02-27 21:00:00,0,-6,0.0,5.7,1,0,35,01:49 AM,11:41 AM,06:33 AM,05:45 PM,-10,-4,-1,-4,18,100,48,0.0,1024,-2,10,126,11
2019-02-28 00:00:00,2,-3,0.7,7.2,1,0,27,02:45 AM,12:26 PM,06:32 AM,05:46 PM,-8,-4,-1,-4,12,100,57,0.0,1022,-2,10,136,7
2019-02-28 03:00:00,2,-3,0.7,7.2,1,0,27,02:45 AM,12:26 PM,06:32 AM,05:46 PM,-7,-5,-2,-5,6,100,67,0.2,1021,-3,7,98,6
2019-02-28 06:00:00,2,-3,0.7,7.2,1,0,27,02:45 AM,12:26 PM,06:32 AM,05:46 PM,-6,-5,-2,-5,7,99,72,0.6,1021,-3,2,127,7
2019-02-28 09:00:00,2,-3,0.7,7.2,1,2,27,02:45 AM,12:26 PM,06:32 AM,05:46 PM,-8,-5,-1,-5,16,69,61,0.4,1023,-2,5,338,9
2019-02-28 12:00:00,2,-3,0.7,7.2,1,2,27,02:45 AM,12:26 PM,06:32 AM,05:46 PM,-10,-4,0,-4,21,18,47,0.0,1023,-1,10,335,11
2019-02-28 15:00:00,2,-3,0.7,7.2,1,2,27,02:45 AM,12:26 PM,06:32 AM,05:46 PM,-5,0,3,0,17,18,57,0.0,1021,2,10,344,7
2019-02-28 18:00:00,2,-3,0.7,7.2,1,0,27,02:45 AM,12:26 PM,06:32 AM,05:46 PM,-4,-1,2,-1,12,17,62,0.0,1021,2,10,233,8
2019-02-28 21:00:00,2,-3,0.7,7.2,1,0,27,02:45 AM,12:26 PM,06:32 AM,05:46 PM,-6,-3,0,-3,13,31,64,0.0,1024,-1,10,21,8
2019-03-01 00:00:00,2,-3,3.1,4.2,1,0,26,03:37 AM,01:15 PM,06:30 AM,05:47 PM,-9,-4,-1,-4,14,65,58,0.0,1026,-2,10,54,8
2019-03-01 03:00:00,2,-3,3.1,4.2,1,0,26,03:37 AM,01:15 PM,06:30 AM,05:47 PM,-8,-5,-2,-5,9,100,60,0.1,1023,-3,7,70,8
2019-03-01 06:00:00,2,-3,3.1,4.2,1,0,26,03:37 AM,01:15 PM,06:30 AM,05:47 PM,-8,-6,-2,-6,6,100,63,1.1,1025,-3,2,66,8
2019-03-01 09:00:00,2,-3,3.1,4.2,1,1,26,03:37 AM,01:15 PM,06:30 AM,05:47 PM,-8,-3,-0,-3,11,100,57,2.0,1028,-1,2,50,10
2019-03-01 12:00:00,2,-3,3.1,4.2,1,1,26,03:37 AM,01:15 PM,06:30 AM,05:47 PM,-5,0,3,0,13,100,55,0.4,1024,2,2,81,12
2019-03-01 15:00:00,2,-3,3.1,4.2,1,1,26,03:37 AM,01:15 PM,06:30 AM,05:47 PM,-3,0,3,0,13,100,66,0.3,1022,2,5,103,10
2019-03-01 18:00:00,2,-3,3.1,4.2,1,0,26,03:37 AM,01:15 PM,06:30 AM,05:47 PM,-4,1,3,1,15,100,62,0.0,1025,2,10,98,8
2019-03-01 21:00:00,2,-3,3.1,4.2,1,0,26,03:37 AM,01:15 PM,06:30 AM,05:47 PM,-3,-1,2,-1,18,100,71,0.1,1024,1,10,78,10
2019-03-02 00:00:00,3,-2,0.0,4.2,1,0,19,04:23 AM,02:08 PM,06:29 AM,05:48 PM,-3,-2,1,-2,20,100,77,0.1,1022,-0,10,54,11
2019-03-02 03:00:00,3,-2,0.0,4.2,1,0,19,04:23 AM,02:08 PM,06:29 AM,05:48 PM,-3,-3,0,-3,23,100,78,1.9,1021,-1,9,34,13
2019-03-02 06:00:00,3,-2,0.0,4.2,1,0,19,04:23 AM,02:08 PM,06:29 AM,05:48 PM,-3,-2,1,-2,25,100,78,6.0,1020,0,7,16,13
2019-03-02 09:00:00,3,-2,0.0,4.2,1,1,19,04:23 AM,02:08 PM,06:29 AM,05:48 PM,-2,-2,2,-2,21,100,76,4.3,1019,1,5,12,10
2019-03-02 12:00:00,3,-2,0.0,4.2,1,1,19,04:23 AM,02:08 PM,06:29 AM,05:48 PM,-1,0,3,0,13,100,70,0.1,1017,3,2,113,9
2019-03-02 15:00:00,3,-2,0.0,4.2,1,2,19,04:23 AM,02:08 PM,06:29 AM,05:48 PM,-1,1,4,1,8,87,69,0.0,1016,3,5,293,8
2019-03-02 18:00:00,3,-2,0.0,4.2,1,0,19,04:23 AM,02:08 PM,06:29 AM,05:48 PM,-1,2,4,2,10,69,74,0.0,1018,3,7,221,7
2019-03-02 21:00:00,3,-2,0.0,4.2,1,0,19,04:23 AM,02:08 PM,06:29 AM,05:48 PM,-1,-0,2,-0,16,81,74,0.0,1014,1,5,244,11
2019-03-03 00:00:00,3,-2,3.9,7.2,1,0,12,05:04 AM,03:04 PM,06:27 AM,05:50 PM,-2,-2,2,-2,16,78,66,0.0,1008,-2,10,285,12
2019-03-03 03:00:00,3,-2,3.9,7.2,1,0,12,05:04 AM,03:04 PM,06:27 AM,05:50 PM,-3,-1,2,-1,14,73,70,0.0,1019,1,10,301,9
2019-03-03 06:00:00,3,-2,3.9,7.2,1,0,12,05:04 AM,03:04 PM,06:27 AM,05:50 PM,-5,-2,1,-2,14,42,66,0.0,1021,0,10,313,9
2019-03-03 09:00:00,3,-2,3.9,7.2,1,2,12,05:04 AM,03:04 PM,06:27 AM,05:50 PM,-5,-1,2,-1,12,38,62,0.0,1022,1,10,315,7
2019-03-03 12:00:00,3,-2,3.9,7.2,1,1,12,05:04 AM,03:04 PM,06:27 AM,05:50 PM,-4,1,3,1,7,51,57,0.0,1020,3,10,273,4
2019-03-03 15:00:00,3,-2,3.9,7.2,1,1,12,05:04 AM,03:04 PM,06:27 AM,05:50 PM,-2,2,4,2,7,75,62,0.0,1018,3,10,180,5
2019-03-03 18:00:00,3,-2,3.9,7.2,1,0,12,05:04 AM,03:04 PM,06:27 AM,05:50 PM,-1,1,3,1,10,100,74,0.8,1017,3,7,163,7
2019-03-03 21:00:00,3,-2,3.9,7.2,1,0,12,05:04 AM,03:04 PM,06:27 AM,05:50 PM,-3,-2,1,-2,13,100,74,3.8,1017,0,2,112,8
2019-03-04 00:00:00,2,-5,12.4,8.7,1,0,4,05:40 AM,04:00 PM,06:25 AM,05:51 PM,-7,-4,1,-4,18,100,59,9.5,1014,-0,3,48,15
2019-03-04 03:00:00,2,-5,12.4,8.7,1,0,4,05:40 AM,04:00 PM,06:25 AM,05:51 PM,-1,-1,3,-1,23,100,78,10.9,1001,2,5,138,19
2019-03-04 06:00:00,2,-5,12.4,8.7,1,0,4,05:40 AM,04:00 PM,06:25 AM,05:51 PM,-2,-4,1,-4,25,84,77,3.7,1003,1,3,347,21
2019-03-04 09:00:00,2,-5,12.4,8.7,1,2,4,05:40 AM,04:00 PM,06:25 AM,05:51 PM,-2,-2,2,-2,25,41,72,2.0,1005,2,7,328,18
2019-03-04 12:00:00,2,-5,12.4,8.7,1,2,4,05:40 AM,04:00 PM,06:25 AM,05:51 PM,-5,-1,3,-1,21,14,56,0.0,1011,2,10,312,15
2019-03-04 15:00:00,2,-5,12.4,8.7,1,2,4,05:40 AM,04:00 PM,06:25 AM,05:51 PM,-9,-1,3,-1,22,17,44,0.0,1022,2,10,298,14
2019-03-04 18:00:00,2,-5,12.4,8.7,1,0,4,05:40 AM,04:00 PM,06:25 AM,05:51 PM,-9,-3,1,-3,21,55,48,0.0,1020,0,10,299,13
2019-03-04 21:00:00,2,-5,12.4,8.7,1,0,4,05:40 AM,04:00 PM,06:25 AM,05:51 PM,-10,-7,-2,-7,18,87,56,0.0,1015,-3,9,320,12
2019-03-05 00:00:00,-2,-8,0.0,8.7,1,0,0,06:12 AM,04:58 PM,06:24 AM,05:52 PM,-11,-8,-4,-8,18,92,57,0.1,1017,-5,8,332,13
2019-03-05 03:00:00,-2,-8,0.0,8.7,1,0,0,06:12 AM,04:58 PM,06:24 AM,05:52 PM,-13,-10,-6,-10,19,51,58,0.1,1018,-7,9,335,11
2019-03-05 06:00:00,-2,-8,0.0,8.7,1,0,0,06:12 AM,04:58 PM,06:24 AM,05:52 PM,-13,-12,-7,-12,11,0,60,0.0,1019,-8,10,322,10
2019-03-05 09:00:00,-2,-8,0.0,8.7,1,1,0,06:12 AM,04:58 PM,06:24 AM,05:52 PM,-12,-11,-6,-11,9,27,58,0.0,1021,-7,10,278,13
2019-03-05 12:00:00,-2,-8,0.0,8.7,1,2,0,06:12 AM,04:58 PM,06:24 AM,05:52 PM,-12,-7,-2,-7,14,57,47,0.0,1021,-3,10,226,15
2019-03-05 15:00:00,-2,-8,0.0,8.7,1,2,0,06:12 AM,04:58 PM,06:24 AM,05:52 PM,-11,-6,-1,-6,21,23,46,0.0,1020,-2,10,237,13
2019-03-05 18:00:00,-2,-8,0.0,8.7,1,0,0,06:12 AM,04:58 PM,06:24 AM,05:52 PM,-12,-8,-3,-8,24,36,50,0.0,1018,-4,10,254,13
2019-03-05 21:00:00,-2,-8,0.0,8.7,1,0,0,06:12 AM,04:58 PM,06:24 AM,05:52 PM,-11,-9,-4,-9,27,28,58,0.0,1017,-5,10,274,14
2019-03-06 00:00:00,-2,-10,0.0,5.7,2,0,0,06:41 AM,05:57 PM,06:22 AM,05:53 PM,-13,-11,-5,-11,30,34,57,0.0,1016,-6,10,304,17
2019-03-06 03:00:00,-2,-10,0.0,5.7,2,0,0,06:41 AM,05:57 PM,06:22 AM,05:53 PM,-14,-13,-7,-13,28,8,54,0.0,1017,-8,10,319,18
2019-03-06 06:00:00,-2,-10,0.0,5.7,2,0,0,06:41 AM,05:57 PM,06:22 AM,05:53 PM,-15,-15,-8,-15,24,11,57,0.0,1017,-9,10,304,21
2019-03-06 09:00:00,-2,-10,0.0,5.7,2,1,0,06:41 AM,05:57 PM,06:22 AM,05:53 PM,-14,-13,-6,-13,24,39,55,0.0,1019,-7,10,293,18
2019-03-06 12:00:00,-2,-10,0.0,5.7,2,1,0,06:41 AM,05:57 PM,06:22 AM,05:53 PM,-12,-7,-2,-7,24,84,48,0.0,1020,-2,10,293,16
2019-03-06 15:00:00,-2,-10,0.0,5.7,2,1,0,06:41 AM,05:57 PM,06:22 AM,05:53 PM,-16,-11,-4,-11,23,99,37,0.0,1020,-4,10,291,20
2019-03-06 18:00:00,-2,-10,0.0,5.7,2,0,0,06:41 AM,05:57 PM,06:22 AM,05:53 PM,-16,-12,-5,-12,24,98,43,0.1,1021,-6,10,294,17
2019-03-06 21:00:00,-2,-10,0.0,5.7,2,0,0,06:41 AM,05:57 PM,06:22 AM,05:53 PM,-15,-12,-7,-12,23,93,50,0.0,1023,-8,10,301,12
2019-03-07 00:00:00,1,-11,0.1,4.2,1,0,3,07:09 AM,06:55 PM,06:21 AM,05:54 PM,-16,-13,-8,-13,23,80,54,0.1,1024,-9,10,306,9
2019-03-07 03:00:00,1,-11,0.1,4.2,1,0,3,07:09 AM,06:55 PM,06:21 AM,05:54 PM,-17,-15,-9,-15,19,86,55,0.1,1023,-10,10,294,10
2019-03-07 06:00:00,1,-11,0.1,4.2,1,0,3,07:09 AM,06:55 PM,06:21 AM,05:54 PM,-16,-15,-10,-15,17,96,56,0.0,1024,-11,10,268,13
2019-03-07 09:00:00,1,-11,0.1,4.2,1,1,3,07:09 AM,06:55 PM,06:21 AM,05:54 PM,-15,-13,-8,-13,18,100,55,0.0,1025,-9,10,254,13
2019-03-07 12:00:00,1,-11,0.1,4.2,1,1,3,07:09 AM,06:55 PM,06:21 AM,05:54 PM,-14,-9,-3,-9,20,100,45,0.0,1026,-4,10,260,16
2019-03-07 15:00:00,1,-11,0.1,4.2,1,1,3,07:09 AM,06:55 PM,06:21 AM,05:54 PM,-10,-5,0,-5,21,100,45,0.0,1025,-1,9,262,19
2019-03-07 18:00:00,1,-11,0.1,4.2,1,0,3,07:09 AM,06:55 PM,06:21 AM,05:54 PM,-11,-9,-4,-9,20,100,54,0.1,1026,-5,6,259,17
2019-03-07 21:00:00,1,-11,0.1,4.2,1,0,3,07:09 AM,06:55 PM,06:21 AM,05:54 PM,-12,-10,-6,-10,16,77,59,0.1,1027,-7,7,285,12
2019-03-08 00:00:00,3,-9,0.0,7.2,1,0,10,07:35 AM,07:54 PM,06:19 AM,05:55 PM,-13,-11,-7,-11,11,54,63,0.0,1028,-8,10,354,6
2019-03-08 03:00:00,3,-9,0.0,7.2,1,0,10,07:35 AM,07:54 PM,06:19 AM,05:55 PM,-14,-12,-8,-12,8,99,62,0.0,1028,-9,10,346,6
2019-03-08 06:00:00,3,-9,0.0,7.2,1,0,10,07:35 AM,07:54 PM,06:19 AM,05:55 PM,-14,-11,-8,-11,5,91,61,0.0,1029,-9,10,315,6
2019-03-08 09:00:00,3,-9,0.0,7.2,1,2,10,07:35 AM,07:54 PM,06:19 AM,05:55 PM,-13,-8,-5,-8,5,52,59,0.0,1029,-6,10,280,6
2019-03-08 12:00:00,3,-9,0.0,7.2,1,1,10,07:35 AM,07:54 PM,06:19 AM,05:55 PM,-9,-3,-0,-3,7,33,54,0.0,1027,-1,10,220,11
2019-03-08 15:00:00,3,-9,0.0,7.2,1,1,10,07:35 AM,07:54 PM,06:19 AM,05:55 PM,-6,-0,3,-0,12,88,52,0.0,1024,2,10,188,11
2019-03-08 18:00:00,3,-9,0.0,7.2,1,0,10,07:35 AM,07:54 PM,06:19 AM,05:55 PM,-7,-2,2,-2,13,94,51,0.0,1026,2,10,167,12
2019-03-08 21:00:00,3,-9,0.0,7.2,1,0,10,07:35 AM,07:54 PM,06:19 AM,05:55 PM,-7,-5,-1,-5,11,81,62,0.0,1025,-2,10,198,12
2019-03-09 00:00:00,4,-3,0.0,8.7,2,0,17,08:01 AM,08:54 PM,06:18 AM,05:56 PM,-7,-6,-3,-6,9,39,74,0.0,1023,-4,10,264,7
2019-03-09 03:00:00,4,-3,0.0,8.7,2,0,17,08:01 AM,08:54 PM,06:18 AM,05:56 PM,-4,-5,-2,-5,9,22,83,0.0,1021,-3,10,304,7
2019-03-09 06:00:00,4,-3,0.0,8.7,2,0,17,08:01 AM,08:54 PM,06:18 AM,05:56 PM,-4,-5,-2,-5,8,5,84,0.0,1022,-3,10,316,11
2019-03-09 09:00:00,4,-3,0.0,8.7,2,2,17,08:01 AM,08:54 PM,06:18 AM,05:56 PM,-4,-4,-1,-4,8,0,79,0.0,1023,-2,10,222,9
2019-03-09 12:00:00,4,-3,0.0,8.7,2,2,17,08:01 AM,08:54 PM,06:18 AM,05:56 PM,-4,-2,1,-2,8,1,70,0.0,1024,0,10,41,10
2019-03-09 15:00:00,4,-3,0.0,8.7,2,2,17,08:01 AM,08:54 PM,06:18 AM,05:56 PM,-2,3,5,3,7,2,62,0.0,1025,4,10,101,9
2019-03-09 18:00:00,4,-3,0.0,8.7,2,0,17,08:01 AM,08:54 PM,06:18 AM,05:56 PM,-3,1,3,1,9,11,67,0.0,1027,2,10,128,11
2019-03-09 21:00:00,4,-3,0.0,8.7,2,0,17,08:01 AM,08:54 PM,06:18 AM,05:56 PM,-4,-3,1,-3,11,23,72,0.0,1028,-0,10,141,9
2019-03-10 00:00:00,5,-4,0.0,4.3,1,0,24,08:29 AM,09:55 PM,06:16 AM,05:57 PM,-4,-3,1,-3,16,32,71,0.0,1028,0,10,133,10
2019-03-10 03:00:00,5,-4,0.0,4.3,1,0,24,08:29 AM,09:55 PM,06:16 AM,05:57 PM,-3,-2,2,-2,26,88,70,0.9,1027,1,9,110,14
2019-03-10 06:00:00,5,-4,0.0,4.3,1,0,24,08:29 AM,09:55 PM,06:16 AM,05:57 PM,-3,-4,0,-4,31,100,77,4.0,1026,-1,7,105,14
2019-03-10 09:00:00,5,-4,0.0,4.3,1,1,24,08:29 AM,09:55 PM,06:16 AM,05:57 PM,-3,-4,1,-4,35,100,78,6.3,1026,-0,7,104,15
2019-03-10 12:00:00,5,-4,0.0,4.3,1,1,24,08:29 AM,09:55 PM,06:16 AM,05:57 PM,-3,-3,2,-3,28,100,74,6.6,1022,1,6,90,16
2019-03-10 15:00:00,5,-4,0.0,4.3,1,1,24,08:29 AM,09:55 PM,06:16 AM,05:57 PM,0,1,5,1,14,100,72,5.3,1010,5,4,54,21
2019-03-10 18:00:00,5,-4,0.0,4.3,1,0,24,08:29 AM,09:55 PM,06:16 AM,05:57 PM,3,2,6,2,6,100,75,0.2,1010,4,2,111,22
2019-03-10 21:00:00,5,-4,0.0,4.3,1,0,24,08:29 AM,09:55 PM,06:16 AM,05:57 PM,6,1,4,1,9,80,82,0.2,1012,1,2,279,15
2019-03-11 00:00:00,6,2,0.0,8.7,3,0,32,08:59 AM,10:57 PM,06:14 AM,05:58 PM,7,1,4,1,20,42,87,0.0,1011,1,5,279,14
2019-03-11 03:00:00,6,2,0.0,8.7,3,0,32,08:59 AM,10:57 PM,06:14 AM,05:58 PM,6,8,8,8,27,50,88,0.0,1010,8,10,282,13
2019-03-11 06:00:00,6,2,0.0,8.7,3,0,32,08:59 AM,10:57 PM,06:14 AM,05:58 PM,3,3,6,3,22,40,84,0.0,1014,5,10,273,14
2019-03-11 09:00:00,6,2,0.0,8.7,3,2,32,08:59 AM,10:57 PM,06:14 AM,05:58 PM,-1,-0,4,-0,24,13,73,0.0,1014,3,10,268,15
2019-03-11 12:00:00,6,2,0.0,8.7,3,3,32,08:59 AM,10:57 PM,06:14 AM,05:58 PM,1,3,6,3,27,16,69,0.0,1005,6,10,278,18
2019-03-11 15:00:00,6,2,0.0,8.7,3,3,32,08:59 AM,10:57 PM,06:14 AM,05:58 PM,1,4,7,4,29,7,62,0.0,1006,6,10,279,18
2019-03-11 18:00:00,6,2,0.0,8.7,3,0,32,08:59 AM,10:57 PM,06:14 AM,05:58 PM,-1,3,6,3,31,9,59,0.0,1008,6,10,274,18
2019-03-11 21:00:00,6,2,0.0,8.7,3,0,32,08:59 AM,10:57 PM,06:14 AM,05:58 PM,-2,1,5,1,32,8,62,0.0,1012,4,10,287,16
